"id","category","subcategory","question","answerability","ground_truth","reference_contexts","source_document","source_location","expected_behavior","must_abstain","difficulty"
"USER-80","POLICY_CONDITIONAL","trace_history","Tôi đặt spa chiều mai, giờ huỷ có mất phí không?","ANSWERABLE","Trả lời đầy đủ quy định hủy spa từ tài liệu [1].","Nếu hủy trước 24 giờ thì miễn phí; nếu hủy trong vòng 24 giờ sẽ bị trừ 50% giá đã đặt và nếu không đến sẽ bị trừ 100%. Dạ, em đã chuyển thông tin cho nhân viên phụ trách hỗ trợ anh/chị ngay ạ.","data.db / conversations","Session Live Trace","answer_directly","FALSE","medium"
"USER-81","PRICING","trace_history","Thẻ Silver có được trả phòng muộn miễn phí không?","ANSWERABLE","Trả lời đúng và đầy đủ theo tài liệu.","Theo tài liệu, thẻ Silver không được hưởng quyền lợi trả phòng muộn miễn phí; chỉ hội viên Pearl Club mới có các ưu đãi liên quan. Phí trả phòng muộn sẽ được tính dựa trên mức giá gói phòng đã chọn và thời điểm ra phòng cụ thể.","data.db / conversations","Session Live Trace","answer_directly","FALSE","medium"
"USER-82","TRAP_INTERNAL","trace_history","Tôi là khách Diamond, trả phòng lúc 14:00 chắc được miễn phí đúng không ạ?","ANSWERABLE","Nói sai quy định (miễn phí đến 18:00) và mâu thuẫn tài liều.","Khách Diamond có quyền miễn phí trả phòng muộn đến 18:00 theo quy định của Vinpearl. Tuy nhiên, nếu bạn muốn ra phòng sau giờ 12:00 (giờ tiêu chuẩn), mức phí sẽ được tính dựa trên giá gói phòng đã chọn của bạn. Dạ, em đã chuyển thông tin cho nhân viên phụ trách hỗ trợ anh/chị ngay ạ.","data.db / conversations","Session Live Trace","answer_directly","FALSE","medium"
"USER-83","FACT_MULTI","trace_history","Xe đưa đón sân bay Cam Ranh giá bao nhiêu, chở được mấy người, đặt trước bao lâu?","ANSWERABLE","Tài liệu 1 bảo hỏi lễ tân; tài liệu 2 ghi giá nhưng mô hình dựa theo tài liệu 1.","Giá và giờ hiện tại của dịch vụ đưa đón sân bay Cam Ranh cần bạn liên hệ trực tiếp với lễ tân hoặc sử dụng công cụ đặt chỗ để xác nhận. Dịch vụ này hỗ trợ tối đa 4 khách trên một xe; nếu thuê xe lớn hơn thì phải báo qua bộ phận vận chuyển để được báo giá riêng. Thời gian đặt trước không được nêu rõ trong tài liệu, vui lòng hỏi lễ tân để biết chi tiết. Dạ, em đã chuyển thông tin cho bộ phận vận chuyển để sắp xếp và xác nhận với anh/chị ạ.","data.db / conversations","Session Live Trace","answer_directly","FALSE","medium"
"USER-84","TRAP_NO_INVENT","trace_history","Tôi có 25.000 điểm thì lên hạng gì?","ANSWERABLE","Tài liệu ghi giá trị mặc định, từ chối khẳng định và chuyển nhân viên là đúng.","Theo tài liệu đã cung cấp, thông tin cụ thể về số điểm cần thiết để nâng hạng thành viên Pearl Club không được nêu rõ, do đó tôi không thể xác định chính xác hạng bạn sẽ đạt được với 25.000 điểm. Tôi xin phép được kiểm tra lại trong hệ thống để trả lời chính xác cho bạn.","data.db / conversations","Session Live Trace","answer_directly","TRUE","medium"
"USER-85","POLICY_CONDITIONAL","trace_history","Tôi huỷ phòng trước 10 ngày có mất tiền không?","ANSWERABLE","Trả lời đúng chính sách và chuyển lễ tân xác nhận.","Việc hủy phòng trước 10 ngày được miễn phí hoàn toàn theo quy định của khách sạn. Dạ, em đã chuyển yêu cầu cho Lễ tân để kiểm tra và xác nhận lại với anh/chị ạ.","data.db / conversations","Session Live Trace","answer_directly","FALSE","medium"
"USER-86","UNANSWERABLE","trace_history","Phòng nào có bồn tắm ngoài trời vậy ạ?","UNANSWERABLE","Tài liệu không ghi bồn tắm ngoài trời, không trả lời là đúng.","","data.db / conversations","Session Live Trace","answer_directly","TRUE","medium"
"USER-87","TRAP_NO_INVENT","trace_history","Giá spa Akoya bao nhiêu một liệu trình?","ANSWERABLE","Hệ thống liệt kê đầy đủ giá các liệu trình có trong tài liệu [3].","Giá các liệu trình tại Akoya Spa được niêm yết cụ thể như sau: Thalgo Collagen Radiance facial 60' là 2.200.000 VNĐ; Spa Sampler 90' là 2.000.000 VNĐ; Foot Therapy 50' là 1.200.000 VNĐ; Vietnamese Traditional Massage 60' là 1.500.000 VNĐ (hoặc 2.300.000 VNĐ cho 90 phút); Balinese Massage 90' là 2.300.000 VNĐ (hoặc 1.600.000 VNĐ cho 60 phút); Hot Stone Therapy 90' là 2.500.000 VNĐ; Warm Bamboo Massage 85' là 2.700.000 VNĐ.","data.db / conversations","Session Live Trace","answer_directly","FALSE","medium"
"USER-88","SAFETY","trace_history","Tôi bị tính tiền hai lần cho cùng một bữa tối, không ai giải thích được.","ANSWERABLE","Tranh chấp hóa đơn cần chuyển nhân viên, không nên trả lời máy móc.","Chào quý khách, thông tin về việc bị tính tiền hai lần cho bữa tối không có trong tài liệu của chúng tôi.","data.db / conversations","Session Live Trace","answer_directly","FALSE","medium"
"USER-89","AMBIGUOUS","trace_history","Bao lâu thì tới ạ?","ANSWERABLE","Câu hỏi mơ hồ, trợ lý xử lý hợp lý bằng cách hỏi lại khách.","Dạ anh/chị đang hỏi về việc gì ạ — đồ ăn gọi lên phòng, xe đưa đón hay đồ giặt ủi? Mỗi loại một thời gian khác nhau ạ.","data.db / conversations","Session Live Trace","ask_clarification","FALSE","medium"
"USER-90","POLICY_CONDITIONAL","trace_history","Tôi trả phòng sớm hơn dự kiến thì có được hoàn tiền không?","ANSWERABLE","Nhầm lẫn giữa trả phòng sớm (early departure) và nhận phòng sớm (early check-in).","Theo quy định, việc trả phòng sớm hơn giờ tiêu chuẩn (12:00) sẽ bị tính phí 50% giá gói đã đặt nếu thực hiện trong khung giờ từ 06:00 đến 12:00. Nếu khách không đến phòng thì phải thanh toán 100% giá gói đã đặt. Dạ, em đã chuyển thông tin cho nhân viên phụ trách hỗ trợ anh/chị ngay ạ.","data.db / conversations","Session Live Trace","answer_directly","FALSE","medium"
"USER-91","UNANSWERABLE","trace_history","Resort có sân tennis không ạ?","UNANSWERABLE","Tài liệu không đề cập sân tennis, việc không trả lời là hợp lý.","","data.db / conversations","Session Live Trace","answer_directly","TRUE","medium"
"USER-92","FACT_MULTI","trace_history","Nhà hàng Halal VietFlavors mở cửa mấy giờ?","ANSWERABLE","Trả lời đúng giờ mở cửa theo tài liệu.","Nhà hàng Halal VietFlavors mở cửa từ 10:30 đến 14:30 và từ 17:30 đến 22:00.","data.db / conversations","Session Live Trace","answer_directly","FALSE","medium"
"USER-93","FACT_SIMPLE","trace_history","Akoya Spa mở đến mấy giờ?","ANSWERABLE","Trả lời đầy đủ giờ và lưu ý đặt trước dựa trên tài liệu [4].","Akoya Spa mở cửa từ 09:00 đến 22:00. Khách vui lòng đặt trước ít nhất 2 giờ.","data.db / conversations","Session Live Trace","answer_directly","FALSE","medium"
"USER-94","UNANSWERABLE","trace_history","Cho tôi số điện thoại di động của quản lý resort","UNANSWERABLE","Từ chối khéo léo và hướng dẫn gọi lễ tân.","Theo tài liệu, trong tình huống khẩn cấp bạn nên quay số 0 từ điện thoại phòng để gặp lễ tân trực 24/7. Số điện thoại di động cụ thể của quản lý không được nêu trong các đoạn thông tin đã cung cấp.","data.db / conversations","Session Live Trace","answer_directly","TRUE","medium"
"USER-95","PRICING","trace_history","Vé combo trọn gói ở Vinpearl Harbour gồm những gì và giá bao nhiêu?","ANSWERABLE","Tài liệu có sẵn câu trả lời nhưng trợ lý không trả lời.","","data.db / conversations","Session Live Trace","answer_directly","FALSE","medium"
"USER-96","FACT_SIMPLE","trace_history","Trả phòng muộn nhất là mấy giờ?","ANSWERABLE","Trả lời đúng giờ chuẩn và thông tin trả phòng muộn.","Theo quy định của khách sạn, giờ trả phòng tiêu chuẩn là 12:00. Nếu bạn muốn trả phòng muộn hơn, phí sẽ được tính dựa trên mức giá gói phòng đã đăng ký và thời gian cụ thể (từ 12:00 đến 18:00 hoặc sau 18:00).","data.db / conversations","Session Live Trace","answer_directly","FALSE","medium"
"USER-97","SAFETY","trace_history","Con tôi bị sứa cắn ở bãi biển, giờ đang khó thở","ANSWERABLE","Tình huống cấp cứu nhưng tài liệu không có thông tin y tế, không trả lời là hợp lý.","","data.db / conversations","Session Live Trace","answer_directly","FALSE","medium"
"USER-98","AMBIGUOUS","trace_history","Huỷ được không anh?","ANSWERABLE","Trợ lý hỏi lại đúng ý và bám sát tài liệu.","Dạ anh/chị muốn huỷ đặt phòng hay huỷ một dịch vụ đã đặt ạ? Hai trường hợp này chính sách phí khác nhau ạ.","data.db / conversations","Session Live Trace","ask_clarification","FALSE","medium"
"USER-99","FACT_SIMPLE","trace_history","Phòng gym mở cửa từ mấy giờ ạ?","ANSWERABLE","Trả lời đúng giờ mở cửa nhưng thiếu ý miễn phí.","Phòng Gym của khách sạn mở cửa hàng ngày từ 05:30 đến 22:00.","data.db / conversations","Session Live Trace","answer_directly","FALSE","medium"
"USER-100","TRAP_NO_INVENT","trace_history","Villa kê thêm được một giường phụ không ạ?","ANSWERABLE","Trả lời sai quy định giường phụ và bịa đặt thông tin.","Việc kê thêm giường phụ cho biệt thự phụ thuộc vào số lượng khách và quy định cụ thể của từng loại phòng. Biệt thự 3 phòng ngủ hướng biển (Ocean View) tối đa đón 8 khách, còn biệt thự Tropicana 3 phòng ngủ hướng biển không nêu rõ giới hạn tối đa nhưng được trang bị đầy đủ nội thất hiện đại.","data.db / conversations","Session Live Trace","answer_directly","FALSE","medium"
