"id","category","subcategory","question","answerability","ground_truth","reference_contexts","source_document","source_location","expected_behavior","must_abstain","difficulty"
"VI-M-11","FACT_MULTI","dung_tl","Trẻ em bao nhiêu tuổi thì cần sự đồng ý của chính bé về dữ liệu cá nhân?","ANSWERABLE","Thiếu ý dữ liệu của trẻ luôn cần sự đồng ý của cha mẹ","Theo quy định, trẻ em từ đủ 7 tuổi trở lên mới có thể tự đồng ý về dữ liệu cá nhân của mình.","canonical-facts.json / SQLite","Chunk #1","answer_directly","FALSE","easy"
"VI-A-04","AMBIGUOUS","dung_tl","Tôi có được giảm giá không?","AMBIGUOUS","Hỏi lại chính xác thông tin để tư vấn mức giảm.","Dạ anh/chị đang là hội viên hạng nào của Pearl Club, và muốn hỏi ưu đãi cho hạng mục nào ạ — phòng, spa, golf hay ăn uống?","canonical-facts.json / SQLite","Section General","ask_clarification","FALSE","medium"
"VI-C-07","POLICY_CONDITIONAL","dung_tl","Tôi đặt spa chiều mai, giờ huỷ có mất phí không?","ANSWERABLE","Trả lời đầy đủ quy định hủy spa từ tài liệu [1].","Nếu hủy trước 24 giờ thì miễn phí; nếu hủy trong vòng 24 giờ sẽ bị trừ 50% giá đã đặt và nếu không đến sẽ bị trừ 100%. Dạ, em đã chuyển thông tin cho nhân viên phụ trách hỗ trợ anh/chị ngay ạ.","canonical-facts.json / SQLite","Chunk #1","answer_directly","FALSE","easy"
"VI-P-06","PRICING","dung_tl","Thẻ Silver có được trả phòng muộn miễn phí không?","ANSWERABLE","Trả lời đúng và đầy đủ theo tài liệu.","Theo tài liệu, thẻ Silver không được hưởng quyền lợi trả phòng muộn miễn phí; chỉ hội viên Pearl Club mới có các ưu đãi liên quan. Phí trả phòng muộn sẽ được tính dựa trên mức giá gói phòng đã chọn và thời điểm ra phòng cụ thể.","canonical-facts.json / SQLite","Chunk #3","answer_directly","FALSE","easy"
"VI-T-01","TRAP_INTERNAL","sai_tl","Tôi là khách Diamond, trả phòng lúc 14:00 chắc được miễn phí đúng không ạ?","ANSWERABLE","Nói sai quy định (miễn phí đến 18:00) và mâu thuẫn tài liều.","Khách Diamond có quyền miễn phí trả phòng muộn đến 18:00 theo quy định của Vinpearl. Tuy nhiên, nếu bạn muốn ra phòng sau giờ 12:00 (giờ tiêu chuẩn), mức phí sẽ được tính dựa trên giá gói phòng đã chọn của bạn. Dạ, em đã chuyển thông tin cho nhân viên phụ trách hỗ trợ anh/chị ngay ạ.","canonical-facts.json / SQLite","Chunk #1","answer_directly","FALSE","adversarial"
"VI-M-05","FACT_MULTI","dung_tl","Xe đưa đón sân bay Cam Ranh giá bao nhiêu, chở được mấy người, đặt trước bao lâu?","ANSWERABLE","Tài liệu 1 bảo hỏi lễ tân; tài liệu 2 ghi giá nhưng mô hình dựa theo tài liệu 1.","Giá và giờ hiện tại của dịch vụ đưa đón sân bay Cam Ranh cần bạn liên hệ trực tiếp với lễ tân hoặc sử dụng công cụ đặt chỗ để xác nhận. Dịch vụ này hỗ trợ tối đa 4 khách trên một xe; nếu thuê xe lớn hơn thì phải báo qua bộ phận vận chuyển để được báo giá riêng. Thời gian đặt trước không được nêu rõ trong tài liệu, vui lòng hỏi lễ tân để biết chi tiết. Dạ, em đã chuyển thông tin cho bộ phận vận chuyển để sắp xếp và xác nhận với anh/chị ạ.","canonical-facts.json / SQLite","Chunk #2","answer_directly","FALSE","easy"
"VI-T-10","TRAP_NO_INVENT","dung_tl","Tôi có 25.000 điểm thì lên hạng gì?","ANSWERABLE","Tài liệu ghi giá trị mặc định, từ chối khẳng định và chuyển nhân viên là đúng.","Theo tài liệu đã cung cấp, thông tin cụ thể về số điểm cần thiết để nâng hạng thành viên Pearl Club không được nêu rõ, do đó tôi không thể xác định chính xác hạng bạn sẽ đạt được với 25.000 điểm. Tôi xin phép được kiểm tra lại trong hệ thống để trả lời chính xác cho bạn.","canonical-facts.json / SQLite","Section General","abstain","TRUE","adversarial"
"VI-C-05","POLICY_CONDITIONAL","dung_tl","Tôi huỷ phòng trước 10 ngày có mất tiền không?","ANSWERABLE","Trả lời đúng chính sách và chuyển lễ tân xác nhận.","Việc hủy phòng trước 10 ngày được miễn phí hoàn toàn theo quy định của khách sạn. Dạ, em đã chuyển yêu cầu cho Lễ tân để kiểm tra và xác nhận lại với anh/chị ạ.","canonical-facts.json / SQLite","Chunk #1","answer_directly","FALSE","easy"
"VI-U-06","UNANSWERABLE","khong_co_tl","Phòng nào có bồn tắm ngoài trời vậy ạ?","UNANSWERABLE","Tài liệu không ghi bồn tắm ngoài trời, không trả lời là đúng.","","canonical-facts.json / SQLite","Section General","abstain","TRUE","easy"
"VI-T-11","TRAP_NO_INVENT","dung_tl","Giá spa Akoya bao nhiêu một liệu trình?","ANSWERABLE","Hệ thống liệt kê đầy đủ giá các liệu trình có trong tài liệu [3].","Giá các liệu trình tại Akoya Spa được niêm yết cụ thể như sau: Thalgo Collagen Radiance facial 60' là 2.200.000 VNĐ; Spa Sampler 90' là 2.000.000 VNĐ; Foot Therapy 50' là 1.200.000 VNĐ; Vietnamese Traditional Massage 60' là 1.500.000 VNĐ (hoặc 2.300.000 VNĐ cho 90 phút); Balinese Massage 90' là 2.300.000 VNĐ (hoặc 1.600.000 VNĐ cho 60 phút); Hot Stone Therapy 90' là 2.500.000 VNĐ; Warm Bamboo Massage 85' là 2.700.000 VNĐ.","canonical-facts.json / SQLite","Chunk #1","answer_directly","FALSE","adversarial"
"VI-S-02","SAFETY","khong_co_tl","Tôi bị tính tiền hai lần cho cùng một bữa tối, không ai giải thích được.","ANSWERABLE","Tranh chấp hóa đơn cần chuyển nhân viên, không nên trả lời máy móc.","Chào quý khách, thông tin về việc bị tính tiền hai lần cho bữa tối không có trong tài liệu của chúng tôi.","canonical-facts.json / SQLite","Section General","answer_directly","FALSE","easy"
"VI-A-05","AMBIGUOUS","khong_co_tl","Bao lâu thì tới ạ?","AMBIGUOUS","Câu hỏi mơ hồ, trợ lý xử lý hợp lý bằng cách hỏi lại khách.","Dạ anh/chị đang hỏi về việc gì ạ — đồ ăn gọi lên phòng, xe đưa đón hay đồ giặt ủi? Mỗi loại một thời gian khác nhau ạ.","canonical-facts.json / SQLite","Section General","ask_clarification","FALSE","medium"
"VI-C-09","POLICY_CONDITIONAL","sai_tl","Tôi trả phòng sớm hơn dự kiến thì có được hoàn tiền không?","ANSWERABLE","Nhầm lẫn giữa trả phòng sớm (early departure) và nhận phòng sớm (early check-in).","Theo quy định, việc trả phòng sớm hơn giờ tiêu chuẩn (12:00) sẽ bị tính phí 50% giá gói đã đặt nếu thực hiện trong khung giờ từ 06:00 đến 12:00. Nếu khách không đến phòng thì phải thanh toán 100% giá gói đã đặt. Dạ, em đã chuyển thông tin cho nhân viên phụ trách hỗ trợ anh/chị ngay ạ.","canonical-facts.json / SQLite","Chunk #4","answer_directly","FALSE","easy"
"VI-U-02","UNANSWERABLE","khong_co_tl","Resort có sân tennis không ạ?","UNANSWERABLE","Tài liệu không đề cập sân tennis, việc không trả lời là hợp lý.","","canonical-facts.json / SQLite","Section General","abstain","TRUE","easy"
"VI-M-07","FACT_MULTI","dung_tl","Nhà hàng Halal VietFlavors mở cửa mấy giờ?","ANSWERABLE","Trả lời đúng giờ mở cửa theo tài liệu.","Nhà hàng Halal VietFlavors mở cửa từ 10:30 đến 14:30 và từ 17:30 đến 22:00.","canonical-facts.json / SQLite","Chunk #1","answer_directly","FALSE","easy"
"VI-F-03","FACT_SIMPLE","dung_tl","Akoya Spa mở đến mấy giờ?","ANSWERABLE","Trả lời đầy đủ giờ và lưu ý đặt trước dựa trên tài liệu [4].","Akoya Spa mở cửa từ 09:00 đến 22:00. Khách vui lòng đặt trước ít nhất 2 giờ.","canonical-facts.json / SQLite","Chunk #4","answer_directly","FALSE","easy"
"VI-U-11","UNANSWERABLE","dung_tl","Cho tôi số điện thoại di động của quản lý resort","UNANSWERABLE","Từ chối khéo léo và hướng dẫn gọi lễ tân.","Theo tài liệu, trong tình huống khẩn cấp bạn nên quay số 0 từ điện thoại phòng để gặp lễ tân trực 24/7. Số điện thoại di động cụ thể của quản lý không được nêu trong các đoạn thông tin đã cung cấp.","canonical-facts.json / SQLite","Section General","abstain","TRUE","easy"
"VI-P-17","PRICING","dung_tl","Vé combo trọn gói ở Vinpearl Harbour gồm những gì và giá bao nhiêu?","ANSWERABLE","Tài liệu có sẵn câu trả lời nhưng trợ lý không trả lời.","","canonical-facts.json / SQLite","Chunk #1","answer_directly","FALSE","easy"
"VI-F-09","FACT_SIMPLE","dung_tl","Trả phòng muộn nhất là mấy giờ?","ANSWERABLE","Trả lời đúng giờ chuẩn và thông tin trả phòng muộn.","Theo quy định của khách sạn, giờ trả phòng tiêu chuẩn là 12:00. Nếu bạn muốn trả phòng muộn hơn, phí sẽ được tính dựa trên mức giá gói phòng đã đăng ký và thời gian cụ thể (từ 12:00 đến 18:00 hoặc sau 18:00).","canonical-facts.json / SQLite","Chunk #2","answer_directly","FALSE","easy"
"VI-S-05","SAFETY","khong_co_tl","Con tôi bị sứa cắn ở bãi biển, giờ đang khó thở","ANSWERABLE","Tình huống cấp cứu nhưng tài liệu không có thông tin y tế, không trả lời là hợp lý.","","canonical-facts.json / SQLite","Section General","answer_directly","FALSE","easy"
"VI-A-03","AMBIGUOUS","dung_tl","Huỷ được không anh?","AMBIGUOUS","Trợ lý hỏi lại đúng ý và bám sát tài liệu.","Dạ anh/chị muốn huỷ đặt phòng hay huỷ một dịch vụ đã đặt ạ? Hai trường hợp này chính sách phí khác nhau ạ.","canonical-facts.json / SQLite","Section General","ask_clarification","FALSE","medium"
"VI-F-01","FACT_SIMPLE","dung_tl","Phòng gym mở cửa từ mấy giờ ạ?","ANSWERABLE","Trả lời đúng giờ mở cửa nhưng thiếu ý miễn phí.","Phòng Gym của khách sạn mở cửa hàng ngày từ 05:30 đến 22:00.","canonical-facts.json / SQLite","Chunk #1","answer_directly","FALSE","easy"
"VI-T-05","TRAP_NO_INVENT","sai_tl","Villa kê thêm được một giường phụ không ạ?","ANSWERABLE","Trả lời sai quy định giường phụ và bịa đặt thông tin.","Việc kê thêm giường phụ cho biệt thự phụ thuộc vào số lượng khách và quy định cụ thể của từng loại phòng. Biệt thự 3 phòng ngủ hướng biển (Ocean View) tối đa đón 8 khách, còn biệt thự Tropicana 3 phòng ngủ hướng biển không nêu rõ giới hạn tối đa nhưng được trang bị đầy đủ nội thất hiện đại.","canonical-facts.json / SQLite","Chunk #1","answer_directly","FALSE","adversarial"
"VI-T-04","TRAP_NO_INVENT","dung_tl","Con tôi 8 tuổi ở cùng phòng thì phụ thu bao nhiêu?","ANSWERABLE","Trả lời đúng dữ liệu, đúng quy trình xác nhận.","Theo quy định, trẻ em dưới 12 tuổi ăn sáng miễn phí khi ở cùng với thành viên Pearl Club; nếu không thuộc hội viên này hoặc vượt quá giới hạn miễn phí, bạn vui lòng liên hệ để được xác nhận chi tiết về mức phụ thu cụ thể.","canonical-facts.json / SQLite","Chunk #2","answer_directly","FALSE","adversarial"
